-0.1192832918	1405.0656108288	1404.9463275371	28.1013122166	0.8779433386	0.980
-0.3276010432	1405.2739288991	1404.9463278560	28.1054785780	0.8777197720	0.980
26.1403229388	1378.8055593268	1404.9458822656	27.5761111865	0.9731885718	0.980
0.1317068897	1404.8145751435	1404.9462820332	28.0962915029	0.8841557577	0.980
7.5199340153	1397.4264027025	1404.9463367178	27.9485280541	0.9088238939	0.980
63.9586936734	1340.9888225049	1404.9475161783	26.8197764501	1.0958734982	0.980
-0.4401611881	1405.3864836276	1404.9463224396	28.1077296726	0.8812730004	0.940
9.4214198833	1395.5247514738	1404.9461713570	27.9104950295	0.9203510698	0.940
5.7837747096	1399.1625487382	1404.9463234477	27.9832509748	0.9074079336	0.940
1.6785502673	1403.2677673659	1404.9463176332	28.0653553473	0.8964648074	0.940
35.6772085259	1369.2686262403	1404.9458347662	27.3853725248	1.0287234764	0.940
20.5103111675	1384.4360129251	1404.9463240926	27.6887202585	0.9697547072	0.920
-1.7326096625	1406.6789343204	1404.9463246579	28.1335786864	0.8784822966	0.920
-1.3161068901	1406.2624346828	1404.9463277926	28.1252486937	0.8768324867	0.920
3.6234223669	1401.3229268990	1404.9463492659	28.0264585380	0.8975306640	0.920
-1.6472368685	1406.5935630167	1404.9463261482	28.1318712603	0.8781472706	0.920
-0.4502790072	1405.3966008037	1404.9463217965	28.1079320161	0.8842614597	0.920
10.4126486543	1394.5335407780	1404.9461894323	27.8906708156	0.9254478942	0.920
1.9244461157	1403.0218613728	1404.9463074884	28.0604372275	0.8948116519	0.920
5.7672639389	1399.1790323563	1404.9462962952	27.9835806471	0.9104996392	0.900
6.4263199234	1398.5199292923	1404.9462492157	27.9703985858	0.9133527563	0.900
-1.3811636247	1406.3274875401	1404.9463239155	28.1265497508	0.8806181064	0.900
21.5128692128	1383.4335282877	1404.9463975005	27.6686705658	0.9642650725	0.900
-1.6892669657	1406.6355906896	1404.9463237239	28.1327118138	0.8781308050	0.900
0.7475034783	1404.1988167680	1404.9463202463	28.0839763354	0.8855384852	0.900
1.4963882869	1403.4499295965	1404.9463178834	28.0689985919	0.8895241722	0.860
12.1737040458	1392.7725495205	1404.9462535664	27.8554509904	0.9272716701	0.800
0.8231941416	1404.1230877410	1404.9462818826	28.0824617548	0.8902578754	0.780
6.5199556404	1398.4263572549	1404.9463128953	27.9685271451	0.9121294551	0.720
-0.3337170370	1405.2800349676	1404.9463179306	28.1056006994	0.8858691192	0.740
5.0390232606	1399.9072886013	1404.9463118619	27.9981457720	0.9034530264	0.700
-1.2153491197	1406.1616762571	1404.9463271374	28.1232335251	0.8775555418	0.680
-0.7135007411	1405.6598284397	1404.9463276986	28.1131965688	0.8773427252	0.660
-0.8337509302	1405.7800786296	1404.9463276993	28.1156015726	0.8774189053	0.620
61.7390427741	1343.2072502562	1404.9462930303	26.8641450051	1.0995131684	0.600
-0.8836924285	1405.8300161262	1404.9463236976	28.1166003225	0.8783605582	0.600
-0.4126546832	1405.3589824268	1404.9463277437	28.1071796485	0.8776238400	0.560
-0.4967998650	1405.4431266836	1404.9463268185	28.1088625337	0.8781767920	0.560
1.0328266748	1403.9135040786	1404.9463307534	28.0782700816	0.8853884186	0.560
-0.6341535249	1405.5804793988	1404.9463258739	28.1116095880	0.8792367236	0.560
4.9306045782	1400.0156945055	1404.9462990837	28.0003138901	0.9020501347	0.520
0.7116242277	1404.2346857241	1404.9463099518	28.0846937145	0.8857833084	0.520
-0.8954056357	1405.8417334404	1404.9463278046	28.1168346688	0.8774812537	0.520
46.8187037912	1358.1275851490	1404.9462889402	27.1625517030	1.0458679503	0.520
-1.2906576167	1406.2369838758	1404.9463262591	28.1247396775	0.8777470644	0.500
0.0467810647	1404.8995443601	1404.9463254248	28.0979908872	0.8840559896	0.500
2.6274592456	1402.3188621610	1404.9463214066	28.0463772432	0.8964569125	0.500
4.9593774136	1399.9869507298	1404.9463281434	27.9997390146	0.9047592674	0.480
-0.4490532013	1405.3953183894	1404.9462651882	28.1079063678	0.8858107200	0.480
-0.9759502531	1405.9222717061	1404.9463214530	28.1184454341	0.8804564704	0.480
-1.2268470941	1406.1731748397	1404.9463277457	28.1234634968	0.8772282483	0.480
8.0026245697	1396.9436266630	1404.9462512327	27.9388725333	0.9136125900	0.500
-1.1273954803	1406.0737104841	1404.9463150037	28.1214742097	0.8802833528	0.460
7.7251088303	1397.2210936734	1404.9462025037	27.9444218735	0.9104429005	0.460
-0.6392024902	1405.5855263848	1404.9463238946	28.1117105277	0.8782434653	0.480
-0.4438449052	1405.3901726849	1404.9463277798	28.1078034537	0.8776001946	0.460
1.4017114688	1403.5445856035	1404.9462970723	28.0708917121	0.8868033637	0.460
7.5106067935	1397.4354197502	1404.9460265436	27.9487083950	0.9099620132	0.440
-0.5152926510	1405.4616172873	1404.9463246363	28.1092323457	0.8794217825	0.440
4.1761669567	1400.7701687006	1404.9463356573	28.0154033740	0.8968877563	0.420
2.7431951512	1402.2030663801	1404.9462615313	28.0440613276	0.8945672622	0.420
3.7643415712	1401.1819620217	1404.9463035928	28.0236392404	0.8971301019	0.440
0.3892459440	1404.5570178081	1404.9462637520	28.0911403562	0.8850358215	0.440
2.7074836000	1402.2388100145	1404.9462936145	28.0447762003	0.8936336353	0.420
-0.9530298396	1405.8993577520	1404.9463279124	28.1179871550	0.8774902711	0.420
-0.3084001004	1405.2547258551	1404.9463257547	28.1050945171	0.8834213412	0.420
-0.8658169950	1405.8121421204	1404.9463251254	28.1162428424	0.8781518498	0.400
