35.4486932594	5.5090425491	0.5178907101	0.0017773881
16.2114075288	21.8332573659	1.6762634765	2.5688721711
5.4655637148	37.5861293747	-3.4839275086	2.1360169773
9.0438676601	16.7244707698	0.1332816673	-3.3568934442
0.8430557142	22.4455635746	0.0465971764	-2.6207930222
30.4464183176	22.7927628772	0.9794493260	3.1322255017
13.0471948670	35.7330033995	-1.3078225503	0.7853020302
8.2250596712	22.9423957392	-0.0843798283	-4.6109023636
37.5310257230	28.0265710657	2.8487909938	-0.4508889865
15.7397929399	9.5935748075	-3.1835534508	-2.8833460811
28.0954472916	25.7376465069	0.9017618659	0.5470185514
30.4070557271	26.7820343920	1.3707860508	-2.6592440700
25.6194609563	26.5059276326	1.9353699576	-0.7017881638
18.3186714922	26.7370714989	-0.3060186480	-1.3375315995
23.2344973896	18.9756811428	2.3264472700	0.5401236673
37.5051290268	3.6293189366	0.3448673263	1.6910017367
13.6690963630	31.9801697055	-0.7546011714	-2.0803205929
23.2192791393	35.6121731216	2.0045386396	-2.3742333448
29.6054687291	17.8332182473	-0.9535172173	0.7269459621
11.6753230148	24.6279550126	-2.3462343153	-0.7995257176
29.3518738648	19.8191493484	-0.1725776960	-1.1741350061
10.1778945170	25.7745004957	-1.2036249120	-2.0566093157
21.8387130413	0.2511261716	-4.1200411458	-2.8025069647
30.8949645671	18.3505774395	-0.8994269807	3.1291606216
27.3877740865	28.7810564394	1.5662568639	0.1092151495
9.5898035738	15.3375953728	-0.1934816965	-1.4485743106
27.3826421623	21.0743155584	-2.1299189312	0.1929564971
30.7504837830	1.0856896177	1.9837532186	3.9949338323
2.6405047433	39.2514555458	1.7446554029	2.3320408208
31.2787769669	37.4276713253	4.1719334866	0.1268567359
18.7129942373	8.6346690788	-2.6831178577	0.2665013984
25.0517326620	20.4980391823	-0.4328802819	3.3062565416
32.8703374485	6.0273346001	-0.6073113558	0.6349785395
23.8634106773	17.3905427000	-0.7699969956	2.7887544259
31.0558691642	32.4972435160	2.1745920389	-3.4142697455
26.3654469278	7.4256381909	-0.0774934983	-0.4366351552
30.0200051196	10.0546847581	1.5049563024	-0.3762811294
27.8119359146	30.1283786808	1.3015739676	2.2149271220
33.3669563701	25.6209537170	-1.8518460240	3.5271261273
37.3416646765	17.8843640831	-1.8038739352	-2.0970045674
21.5838246368	13.5277087755	0.8950744368	4.3196028848
14.2634303031	24.1644095744	-1.8653106325	-0.2600370722
5.1932398473	8.9210932417	0.8352024678	-1.7740822337
36.3548875622	33.2670791340	1.2461988376	2.7956240705
17.9641820169	1.2900587048	2.1431658237	-1.7091816651
13.9972327575	33.0871432906	-0.8138808278	-3.6737782122
18.1917530274	10.3910048397	-1.3360383958	2.5353911548
20.5723842691	8.5753563287	-1.2672377507	2.6606662070
11.1905101716	10.5635332804	-0.4695221845	-0.0899512152
33.9549788285	0.0330921896	0.4642284852	-1.8757621359
