99.697193	0.051849
4.812424	0.198942
10.047447	0.001621
14.906617	0.251275
20.190146	0.161661
24.800907	0.229064
30.122743	0.021819
34.878839	99.722688
39.751284	99.932369
44.784829	99.813237
0.289557	9.981113
4.767892	9.716499
9.701789	9.940426
15.015440	10.056408
20.057500	10.077997
24.796182	10.111525
29.966915	9.924971
34.730665	10.078308
40.166433	10.195261
45.008371	9.894868
0.222025	20.149703
5.269982	20.269128
10.020054	19.799101
14.973690	19.854895
20.213785	19.839458
25.164236	20.219890
30.294519	20.313515
35.063341	19.949160
39.856170	19.892066
45.200528	19.727944
99.921961	29.769272
5.102765	29.747427
9.701715	30.264972
14.861974	29.877436
20.049187	30.128408
25.199008	30.149593
29.987405	29.836913
35.142683	29.994773
39.971218	30.283191
45.143105	29.778665
0.055870	39.944839
5.137446	40.079077
10.039885	39.930501
14.787375	39.848760
19.951534	40.195426
25.006705	40.307692
30.147371	39.921034
34.797830	40.108082
39.991580	39.751821
45.116297	40.016582
99.784939	50.283448
4.781387	50.256768
10.112177	49.895527
14.952376	49.755923
20.276409	50.123610
24.788382	50.240050
30.189450	50.062927
34.811252	49.820433
40.186758	49.998856
44.789773	50.016051
0.135652	59.957052
4.864190	60.054943
10.105787	60.167209
15.129591	59.998875
19.770254	59.934383
25.197251	59.734755
30.006650	60.111488
34.952175	59.776505
40.266045	60.266528
45.026170	59.921291
99.979477	69.938686
5.204630	69.903822
9.970101	69.876831
15.286224	69.892377
20.139955	70.054064
24.814036	70.170486
30.200107	69.952291
34.996982	70.247796
39.712922	70.310475
45.039995	69.744003
0.015238	79.830138
5.202268	80.089753
10.091009	79.832409
15.201737	79.787693
19.762398	80.159573
24.884881	80.278339
29.868090	79.915486
34.780600	80.153549
40.197214	80.138497
45.056585	80.162027
99.848076	89.800382
4.697412	89.750302
10.180185	90.225273
14.822788	89.783060
20.028367	89.722249
24.764706	89.986405
30.147774	90.125386
35.022508	89.758029
39.958474	89.834862
45.114173	89.887909
99.394385	0.103698
4.624849	0.397884
10.094895	0.003243
14.813233	0.502550
20.380292	0.323321
24.601813	0.458127
30.245485	0.043637
34.757677	99.445377
39.502567	99.864738
44.569659	99.626474
0.579114	9.962226
4.535783	9.432998
9.403577	9.880851
15.030879	10.112817
20.115000	10.155994
24.592365	10.223049
29.933830	9.849942
34.461330	10.156617
40.332866	10.390523
45.016743	9.789735
0.444051	20.299407
5.539964	20.538257
10.040108	19.598201
14.947380	19.709789
20.427571	19.678917
25.328471	20.439780
30.589038	20.627029
35.126683	19.898320
39.712339	19.784132
45.401056	19.455887
99.843923	29.538544
5.205530	29.494853
9.403431	30.529944
14.723948	29.754871
20.098374	30.256815
25.398017	30.299187
29.974811	29.673826
35.285367	29.989546
39.942436	30.566383
45.286209	29.557331
0.111741	39.889677
5.274893	40.158155
10.079770	39.861002
14.574749	39.697521
19.903068	40.390852
25.013410	40.615383
30.294742	39.842069
34.595661	40.216164
39.983160	39.503643
45.232594	40.033163
99.569879	50.566895
4.562774	50.513537
10.224354	49.791054
14.904752	49.511846
20.552819	50.247220
24.576764	50.480101
30.378900	50.125854
34.622505	49.640866
40.373517	49.997713
44.579547	50.032101
0.271304	59.914104
4.728380	60.109887
10.211573	60.334418
15.259182	59.997750
19.540508	59.868766
25.394501	59.469511
30.013300	60.222976
34.904349	59.553009
40.532091	60.533056
45.052340	59.842581
99.958953	69.877372
5.409260	69.807644
9.940203	69.753663
15.572448	69.784755
20.279910	70.108129
24.628071	70.340973
30.400214	69.904583
34.993964	70.495592
39.425844	70.620950
45.079989	69.488005
0.030476	79.660276
5.404536	80.179506
10.182019	79.664817
15.403474	79.575386
19.524797	80.319146
24.769763	80.556678
29.736180	79.830972
34.561199	80.307097
40.394428	80.276994
45.113169	80.324053
99.696152	89.600765
4.394825	89.500603
10.360369	90.450547
14.645577	89.566120
20.056734	89.444498
24.529411	89.972810
30.295548	90.250772
35.045015	89.516058
39.916947	89.669724
45.228346	89.775819
99.091578	0.155546
4.437273	0.596826
10.142342	0.004864
14.719850	0.753825
20.570437	0.484982
24.402720	0.687191
30.368228	0.065456
34.636516	99.168065
39.253851	99.797107
44.354488	99.439710
0.868671	9.943339
4.303675	9.149498
9.105366	9.821277
15.046319	10.169225
20.172501	10.233991
24.388547	10.334574
29.900745	9.774913
34.191996	10.234925
40.499299	10.585784
45.025114	9.684603
0.666076	20.449110
5.809947	20.807385
10.060162	19.397302
14.921071	19.564684
20.641356	19.518375
25.492707	20.659669
30.883557	20.940544
35.190024	19.847480
39.568509	19.676198
45.601585	19.183831
99.765884	29.307815
5.308296	29.242280
9.105146	30.794915
14.585923	29.632307
20.147561	30.385223
25.597025	30.448780
29.962216	29.510739
35.428050	29.984319
39.913655	30.849574
45.429314	29.335996
0.167611	39.834516
5.412339	40.237232
10.119655	39.791503
14.362124	39.546281
19.854601	40.586279
25.020115	40.923075
30.442113	39.763103
34.393491	40.324247
39.974741	39.255464
45.348891	40.049745
99.354818	50.850343
4.344161	50.770305
10.336531	49.686581
14.857128	49.267769
20.829228	50.370830
24.365145	50.720151
30.568350	50.188781
34.433757	49.461299
40.560275	49.996569
44.369320	50.048152
0.406956	59.871157
4.592569	60.164830
10.317360	60.501626
15.388773	59.996624
19.310762	59.803149
25.591752	59.204266
30.019951	60.334464
34.856524	59.329514
40.798136	60.799585
45.078510	59.763872
99.938430	69.816059
5.613890	69.711465
9.910304	69.630494
15.858673	69.677132
20.419865	70.162193
24.442107	70.511459
30.600321	69.856874
34.990946	70.743388
39.138765	70.931425
45.119984	69.232008
0.045714	79.490414
5.606803	80.269258
10.273028	79.497226
15.605210	79.363078
19.287195	80.478719
24.654644	80.835017
29.604270	79.746458
34.341799	80.460646
40.591642	80.415491
45.169754	80.486080
99.544228	89.401147
4.092237	89.250905
10.540554	90.675820
14.468365	89.349180
20.085102	89.166747
24.294117	89.959215
30.443322	90.376159
35.067523	89.274086
39.875421	89.504587
45.342519	89.663728
98.788770	0.207395
4.249697	0.795768
10.189790	0.006486
14.626467	1.005100
20.760583	0.646642
24.203626	0.916255
30.490971	0.087274
34.515355	98.890754
39.005134	99.729475
44.139318	99.252947
1.158227	9.924452
4.071567	8.865997
8.807154	9.761703
15.061758	10.225633
20.230001	10.311988
24.184729	10.446099
29.867661	9.699885
33.922661	10.313233
40.665732	10.781046
45.033486	9.579471
0.888102	20.598813
6.079929	21.076514
10.080216	19.196402
14.894761	19.419578
20.855142	19.357833
25.656942	20.879559
31.178077	21.254058
35.253366	19.796641
39.424678	19.568264
45.802113	18.911775
99.687846	29.077087
5.411061	28.989707
8.806861	31.059887
14.447897	29.509742
20.196748	30.513630
25.796034	30.598374
29.949621	29.347652
35.570734	29.979092
39.884873	31.132765
45.572418	29.114662
0.223482	39.779355
5.549786	40.316310
10.159540	39.722004
14.149499	39.395041
19.806135	40.781705
25.026821	41.230766
30.589484	39.684137
34.191321	40.432329
39.966321	39.007285
45.465188	40.066326
99.139758	51.133791
4.125548	51.027074
10.448709	49.582108
14.809504	49.023692
21.105638	50.494440
24.153527	50.960201
30.757800	50.251708
34.245010	49.281732
40.747033	49.995426
44.159094	50.064202
0.542608	59.828209
4.456759	60.219774
10.423146	60.668835
15.518364	59.995499
19.081015	59.737532
25.789002	58.939022
30.026601	60.445952
34.808699	59.106019
41.064181	61.066113
45.104679	59.685163
99.917906	69.754745
5.818520	69.615287
9.880405	69.507325
16.144897	69.569510
20.559820	70.216258
24.256143	70.681946
30.800428	69.809165
34.987928	70.991184
38.851687	71.241899
45.159979	68.976010
0.060953	79.320552
5.809071	80.359011
10.364038	79.329634
15.806947	79.150771
19.049593	80.638292
24.539526	81.113356
29.472360	79.661944
34.122398	80.614195
40.788856	80.553988
45.226338	80.648107
99.392304	89.201530
3.789649	89.001206
10.720738	90.901093
14.291154	89.132240
20.113469	88.888996
24.058822	89.945620
30.591096	90.501545
35.090031	89.032115
39.833895	89.339449
45.456692	89.551638
98.485963	0.259244
4.062122	0.994710
10.237237	0.008107
14.533083	1.256375
20.950729	0.808303
24.004533	1.145318
30.613713	0.109093
34.394194	98.613442
38.756418	99.661844
43.924147	99.066184
1.447785	9.905565
3.839458	8.582496
8.508943	9.702129
15.077198	10.282041
20.287501	10.389985
23.980912	10.557624
29.834576	9.624856
33.653326	10.391542
40.832165	10.976307
45.041857	9.474339
1.110127	20.748517
6.349911	21.345642
10.100270	18.995503
14.868451	19.274473
21.068927	19.197291
25.821178	21.099449
31.472596	21.567573
35.316707	19.745801
39.280848	19.460331
46.002641	18.639718
99.609807	28.846359
5.513826	28.737133
8.508577	31.324859
14.309871	29.387178
20.245935	30.642038
25.995042	30.747967
29.937026	29.184565
35.713417	29.973865
39.856091	31.415957
45.715523	28.893327
0.279352	39.724194
5.687232	40.395387
10.199424	39.652506
13.936874	39.243802
19.757669	40.977131
25.033526	41.538458
30.736856	39.605171
33.989152	40.540411
39.957901	38.759107
45.581486	40.082908
98.924697	51.417238
3.906935	51.283842
10.560886	49.477635
14.761880	48.779615
21.382048	50.618050
23.941909	51.200252
30.947250	50.314635
34.056262	49.102165
40.933792	49.994282
43.948867	50.080253
0.678260	59.785261
4.320949	60.274717
10.528933	60.836044
15.647955	59.994374
18.851269	59.671915
25.986253	58.673777
30.033251	60.557440
34.760873	58.882524
41.330227	61.332641
45.130849	59.606453
99.897383	69.693431
6.023150	69.519109
9.850506	69.384156
16.431121	69.461887
20.699776	70.270322
24.070178	70.852432
31.000535	69.761457
34.984910	71.238980
38.564609	71.552374
45.199974	68.720013
0.076191	79.150690
6.011339	80.448764
10.455047	79.162043
16.008684	78.938464
18.811992	80.797865
24.424407	81.391694
29.340450	79.577430
33.902998	80.767743
40.986070	80.692485
45.282923	80.810134
99.240380	89.001912
3.487061	88.751508
10.900923	91.126366
14.113942	88.915301
20.141836	88.611245
23.823528	89.932025
30.738870	90.626931
35.112538	88.790144
39.792368	89.174311
45.570865	89.439547
98.183155	0.311093
3.874546	1.193652
10.284684	0.009729
14.439700	1.507650
21.140876	0.969963
23.805439	1.374382
30.736456	0.130912
34.273032	98.336130
38.507701	99.594213
43.708977	98.879421
1.737342	9.886678
3.607349	8.298996
8.210732	9.642554
15.092637	10.338450
20.345001	10.467982
23.777094	10.669148
29.801491	9.549827
33.383991	10.469850
40.998598	11.171568
45.050229	9.369206
1.332153	20.898220
6.619894	21.614770
10.120324	18.794604
14.842141	19.129367
21.282713	19.036750
25.985414	21.319339
31.767115	21.881087
35.380049	19.694961
39.137017	19.352397
46.203169	18.367662
