17.4038265730	18.2666029235	0.7462296688	-0.6286508252
29.3538800502	5.8168397710	0.2255338425	0.2654038673
8.4761622356	32.5737720184	0.3631041923	-0.4725646955
7.4655494176	12.3594223235	-0.2080299701	0.2051558822
17.1948109194	33.0179283947	-0.1793604425	0.1468297988
36.8887054275	17.8442943879	0.2116749400	-0.4855169522
25.2331650515	7.7794015672	-2.1417389529	0.2956372601
39.9597694790	6.5605528646	-0.1307753087	-0.6583227138
15.0570858753	19.4764963159	-0.1957582034	-1.4718994518
0.2873371076	14.2016399478	0.3384299909	-0.5585875542
25.4010803346	30.4754954280	-0.6831100526	-0.9193658417
10.3320659839	31.1964182538	-0.2296451148	-0.7131555333
23.5996549790	35.1452644375	-1.2101921482	-0.3886535896
39.6683423959	38.3741171195	0.5055483692	0.1794272670
19.9712041111	29.6671921585	1.1967710401	-0.3719968777
2.4985793443	23.8437792304	-0.2078485427	0.2047198873
35.5432108900	3.1043938055	0.8247244268	-0.0623882279
33.9939671761	37.1917913284	1.1349108734	1.3776805636
29.1800857560	18.2845243319	-0.4748508552	-2.0680853077
17.2667266921	6.3099086526	-0.4316801366	-0.5317533327
10.5413354351	37.8605277718	-0.9071447849	-0.0931206744
5.6797923416	24.1543962458	1.6343556140	-0.4912284403
19.4145672489	11.6296837382	0.3175183518	1.2037686549
18.2860199684	35.7193775200	-0.2008527513	0.3983146767
7.1665766156	22.6878034812	-0.7416328913	0.0121038742
29.0039158887	27.6734038582	-0.3879229802	0.0594917754
21.5232143548	1.6640519582	0.4632723442	0.5370622569
32.2344673009	16.4662740027	0.7960114278	-0.2075012401
16.3951761456	36.5340554572	0.4116962509	-0.2981365332
38.7390143252	4.7533196607	-0.1700702333	1.0218109392
12.2874568097	35.4781559263	-0.6275272888	-0.4704778194
36.9426973690	39.0301476653	-0.6992736917	-0.9965707436
38.6630963987	19.7406952534	-0.6273533017	0.3421990530
27.3491718728	35.9257643007	0.7060189830	0.4295760979
11.9388621659	7.8901139639	0.6970577161	-0.6397678917
28.2419780106	2.1790367077	0.3299701965	-0.3430463169
0.5134804321	25.4527360881	-0.1322802396	0.7060166109
24.3961385261	3.2005467682	-0.5028108995	-0.4301667936
18.1392864813	7.2938096209	-0.1383796355	0.3881972949
18.5214949155	9.3897211475	-0.2933511736	1.0483961755
22.1225264294	32.8821671150	1.5254716192	1.0082026998
5.7005335552	15.9750769589	0.4503879645	-0.1691686988
7.5200150118	31.1420173833	-0.4079321635	0.1264910699
3.1592569439	5.1822094590	1.3206675173	0.1757073585
27.9132326333	19.5736613191	0.0016970740	-0.1421048059
28.9383013994	24.3102976596	-0.8719581468	0.2363392826
31.4169653635	2.3685780785	-0.3455163938	1.2616056234
0.0864487824	28.4394205704	-0.0104594824	1.8274639201
12.8440355253	10.9175605939	-0.2409054507	0.0295618999
3.9174484001	31.7389873687	-0.8026911670	0.1250670713
