# Time-averaged data for fix rdf
# TimeStep Number-of-rows
# Row c_RDF[1] c_RDF[2] c_RDF[3] c_RDF[4] c_RDF[5] c_RDF[6] c_RDF[7]
11000 100
42 4.25375 1.1152 9.75107 1.0311 20.1373 1.05035 20.0901
43 4.35625 1.17184 10.6781 1.01556 21.7511 0.974437 21.6352
44 4.45875 1.30502 11.7597 0.97972 23.382 1.02058 23.3305
45 4.56125 1.13816 12.7468 1.0569 25.2232 1.0493 25.1545
46 4.66375 1.26855 13.897 1.08872 27.206 1.10996 27.1717
47 4.76625 1.17832 15.0129 0.954407 29.0215 0.972288 29.0172
48 4.86875 1.05106 16.0515 1.02709 31.0601 0.905779 30.8112
49 4.97125 1.18313 17.2704 0.997614 33.1245 1.02678 32.9313
50 5.07375 1.03183 18.3777 0.979616 35.2361 1.04757 35.1845
51 5.17625 0.891467 19.3734 0.962248 37.3948 1.03909 37.5107
52 5.27875 0.9163 20.4378 1.02089 39.7768 1.00281 39.8455
53 5.38125 0.959944 21.5966 1.09389 42.4292 1.02529 42.3262
54 5.48375 0.739516 22.5236 1.01077 44.9742 1.0471 44.9571
55 5.58625 0.936973 23.7425 1.0003 47.588 0.99257 47.5451
56 5.68875 0.858974 24.9013 0.964574 50.2017 0.972998 50.176
57 5.79125 0.853396 26.0944 1.00409 53.0215 0.987872 52.9442
58 5.89375 0.818044 27.279 0.959142 55.8112 1.00409 55.8584
59 5.99625 1.01939 28.8069 0.908099 58.5451 0.947197 58.7039
60 6.09875 0.852551 30.1288 0.983944 61.6094 0.95982 61.6867
61 6.20125 0.947756 31.6481 0.935691 64.6223 0.991134 64.8712
62 6.30375 0.963823 33.2446 0.993224 67.927 0.951409 68.03
63 6.40625 1.04863 35.0386 0.906741 71.0429 0.95375 71.3004
64 6.50875 1.12765 37.03 0.921965 74.3133 0.936074 74.6137
65 6.61125 1.01758 38.8841 0.935817 77.7382 0.982488 78.2017
66 6.71375 1.037 40.8326 1.0587 81.7339 0.978929 81.8884
67 6.81625 1.05037 42.867 0.973046 85.5193 0.962977 85.6266
68 6.91875 1.03238 44.927 1.00868 89.5622 0.976506 89.5322
69 7.02125 1.06929 47.1245 1.08653 94.0472 1.04198 93.824
70 7.12375 1.14829 49.5536 1.00499 98.3176 1.05068 98.279
71 7.22625 0.938503 51.5966 1.01497 102.755 1.08404 103.009
72 7.32875 1.13096 54.1288 1.01922 107.339 1.00515 107.519
73 7.43125 1.01422 56.4635 0.96995 111.824 0.995291 112.112
74 7.53375 1.01946 58.8755 1.07198 116.918 1.08695 117.266
75 7.63625 0.942836 61.1674 1.03284 121.961 0.998948 122.133
76 7.73875 1.0418 63.7682 1.04247 127.189 1.00097 127.142
77 7.84125 1.03149 66.412 1.07208 132.708 1.00755 132.318
78 7.94375 1.00831 69.0644 1.05434 138.279 0.998813 137.584
79 8.04625 0.944616 71.6137 0.996774 143.682 0.975908 142.863
80 8.14875 1.02334 74.4464 1.01972 149.352 1.02578 148.554
81 8.25125 1.04041 77.3991 0.98701 154.979 0.981588 154.137
82 8.35375 1.00028 80.309 0.971017 160.652 1.04377 160.223
83 8.45625 0.973302 83.2103 0.984178 166.545 1.04376 166.459
84 8.55875 0.936074 86.0687 0.981038 172.562 1.00769 172.627
85 8.66125 1.09521 89.4936 0.974355 178.682 1.00384 178.918
86 8.76375 0.994674 92.6781 0.981729 184.996 0.941035 184.957
87 8.86625 0.96919 95.8541 1.00741 191.627 1.01546 191.627
88 8.96875 1.00604 99.2275 0.971774 198.172 1.0224 198.498
89 9.07125 0.995946 102.644 0.973608 204.88 0.980071 205.236
90 9.17375 0.971368 106.052 1.01044 212 0.974162 212.086
91 9.27625 1.00506 109.657 1.00313 219.227 0.981407 219.142
92 9.37875 0.929369 113.064 0.952186 226.24 1.01263 226.584
93 9.48125 0.955196 116.644 0.979606 233.614 1.02857 234.309
94 9.58375 1.03128 120.592 1.00899 241.373 0.936778 241.498
95 9.68625 1.00298 124.515 1.00578 249.275 1.02327 249.519
96 9.78875 1.00143 128.515 0.997129 257.275 0.994448 257.481
97 9.89125 0.978675 132.506 0.988096 265.369 0.983921 265.524
98 9.99375 1.01849 136.747 1.00078 273.738 1.00036 273.871
99 10.0962 0.997918 140.987 1.00168 282.288 0.99426 282.339
100 10.1987 1.03735 145.485 1.00235 291.017 0.986228 290.91
11100 100
1 0.05125 0 0 0 0 0 0
2 0.15375 0 0 0 0 0 0
3 0.25625 0 0 0 0 0 0
4 0.35875 0 0 0 0 0 0
5 0.46125 0 0 0 0 0 0
6 0.56375 0 0 0 0 0 0
7 0.66625 0 0 0 0 0 0
8 0.76875 0 0 0 0 0 0
9 0.87125 0 0 0 0 0 0
10 0.97375 0 0 0 0 0 0
11 1.07625 0 0 0 0 0 0
12 1.17875 0 0 0 0 0 0
13 1.28125 0 0 0 0 0 0
14 1.38375 0 0 0 0 0 0
15 1.48625 0 0 0 0 0 0
16 1.58875 0 0 0.203003 0.0429185 0.0203439 0.00429185
17 1.69125 0 0 0.877832 0.253219 0.0359069 0.0128755
18 1.79375 0 0 1.36968 0.622318 0.079804 0.0343348
19 1.89625 0 0 1.45367 1.06009 0.257082 0.111588
20 1.99875 0 0 1.03905 1.40773 0.539926 0.291845
21 2.10125 0 0 0.626781 1.63948 0.837506 0.600858
22 2.20375 0 0 0.35879 1.78541 1.15271 1.06867
23 2.30625 0 0 0.211984 1.87983 1.31326 1.65236
24 2.40875 0 0 0.114831 1.93562 1.28356 2.27468
25 2.51125 0.13059 0.0343348 0.138157 2.00858 1.32753 2.97425
26 2.61375 1.56715 0.480687 0.247568 2.15021 1.12773 3.61803
27 2.71625 2.65109 1.29614 0.38901 2.39056 0.939809 4.19742
28 2.81875 3.16148 2.34335 0.483798 2.71245 0.65938 4.63519
29 2.92125 2.21972 3.13305 0.960952 3.39914 0.638 5.09013
30 3.02375 1.26109 3.61373 1.14917 4.27897 0.573012 5.5279
31 3.12625 0.800551 3.93991 1.57325 5.56652 0.719998 6.11588
32 3.22875 0.632028 4.21459 1.39629 6.78541 0.817899 6.82833
33 3.33125 0.463856 4.42918 1.55649 8.23176 1.01366 7.76824
34 3.43375 0.855694 4.84979 1.37801 9.59227 1.04989 8.80258
35 3.53625 0.691552 5.2103 1.2788 10.9313 1.06385 9.91416
36 3.63875 0.933061 5.72532 1.07616 12.1245 1.11726 11.1502
37 3.74125 0.544293 6.04292 0.97772 13.2704 1.21102 12.5665
38 3.84375 0.97556 6.64378 0.971373 14.4721 1.08471 13.9056
39 3.94625 0.97843 7.27897 0.832704 15.5579 1.12146 15.3648
40 4.04875 0.916958 7.90558 0.956798 16.8712 1.0842 16.8498
41 4.15125 1.26654 8.81545 1.00234 18.3176 1.0194 18.3176
42 4.25375 1.0014 9.57082 1.09625 19.9785 1.01344 19.8498
43 4.35625 1.17184 10.4979 1.08309 21.6996 1.02587 21.4764
44 4.45875 1.14966 11.4506 0.969407 23.3133 0.974076 23.0944
45 4.56125 1.26682 12.5494 0.985457 25.03 1.06658 24.9485
46 4.66375 1.04135 13.4936 0.96854 26.794 1.09579 26.9399
47 4.76625 1.23271 14.6609 0.974714 28.6481 1.05595 28.9442
48 4.86875 1.17267 15.8197 1.05087 30.7339 1.0618 31.0472
49 4.97125 0.958171 16.8069 0.995539 32.794 1.06004 33.2361
50 5.07375 1.12782 18.0172 1.08116 35.1245 1.03161 35.4549
51 5.17625 1.07591 19.2189 0.998596 37.3648 0.948981 37.5794
52 5.27875 1.16754 20.5751 1.05217 39.8197 0.965945 39.8283
53 5.38125 0.775066 21.5107 1.05141 42.3691 0.995131 42.2361
54 5.48375 0.931242 22.6781 1.0244 44.9485 0.966819 44.6652
55 5.58625 0.969965 23.9399 1.00358 47.5708 0.925082 47.0773
56 5.68875 0.878062 25.1245 0.977245 50.2189 0.972998 49.7082
57 5.79125 0.834977 26.2918 0.982695 52.9785 0.997061 52.5021
58 5.89375 0.794332 27.4421 0.910447 55.6266 1.00113 55.4077
59 5.99625 0.847585 28.7124 0.908099 58.3605 0.971484 58.3262
60 6.09875 0.946664 30.1803 0.945358 61.3047 0.983297 61.382
61 6.20125 0.937047 31.6824 0.974345 64.4421 1.02186 64.6652
62 6.30375 1.0001 33.3391 0.977745 67.6953 0.979847 67.9185
63 6.40625 1.09378 35.2103 0.969189 71.0258 0.96126 71.2146
64 6.50875 1.0353 37.0386 0.937695 74.3519 0.974874 74.6652
65 6.61125 1.14478 39.1245 0.975689 77.9227 0.980137 78.2446
66 6.71375 0.986749 40.9785 1.00298 81.7082 0.961835 81.867
67 6.81625 0.926273 42.7725 1.01166 85.6438 1.00831 85.7811
68 6.91875 1.01517 44.7983 0.940146 89.412 0.950752 89.5837
69 7.02125 1.05676 46.97 0.998156 93.5322 0.998219 93.6953
70 7.12375 1.00628 49.0987 1.01307 97.8369 0.996018 97.9185
71 7.22625 1.06863 51.4249 1.02282 102.309 1.0142 102.343
72 7.32875 0.977609 53.6137 1.04785 107.021 1.01759 106.91
73 7.43125 0.991843 55.897 0.985729 111.579 1.04273 111.721
74 7.53375 1.01946 58.309 1.04308 116.536 1.02088 116.562
75 7.63625 1.05937 60.8841 1.03548 121.592 1.03066 121.584
76 7.73875 0.897396 63.1245 1.0031 126.622 1.00182 126.597
77 7.84125 1.10182 65.9485 1.00706 131.807 0.99502 131.708
78 7.94375 1.01157 68.6094 1.02672 137.232 1.01428 137.056
79 8.04625 1.03367 71.3991 1.01261 142.721 1.00447 142.489
80 8.14875 1.07915 74.3863 1.05986 148.614 1.02655 148.185
81 8.25125 1.04041 77.3391 1.01411 154.395 1.0427 154.116
82 8.35375 0.979629 80.1888 1.0217 160.365 1.05996 160.296
83 8.45625 1.05393 83.3305 1.00138 166.361 0.966899 166.073
84 8.55875 0.891097 86.0515 1.00693 172.536 1.00699 172.236
85 8.66125 0.968948 89.0815 0.966839 178.609 1.05314 178.837
86 8.76375 0.986631 92.2403 1.03379 185.258 0.982503 185.142
87 8.86625 1.07659 95.7682 0.99372 191.798 1.03506 191.94
88 8.96875 1.0726 99.3648 1.02466 198.7 0.962369 198.408
89 9.07125 1.056 102.987 0.977968 205.438 1.02314 205.442
90 9.17375 1.00562 106.515 1.03115 212.704 0.98698 212.382
91 9.27625 0.952413 109.931 0.938795 219.468 1.01484 219.678
92 9.37875 0.990234 113.562 0.967919 226.597 0.977009 226.858
93 9.48125 1.01246 117.356 0.975045 233.936 0.962856 234.09
94 9.58375 0.932631 120.927 1.02071 241.785 0.998857 241.755
95 9.68625 0.989812 124.798 1.01834 249.785 0.988231 249.502
96 9.78875 1.04226 128.961 0.978406 257.635 0.993376 257.455
97 9.89125 0.936581 132.781 0.997003 265.803 0.986021 265.515
98 9.99375 0.964888 136.798 0.940731 273.67 1.00756 273.923
99 10.0962 0.985797 140.987 1.04342 282.575 0.993756 282.386
100 10.1987 0.98192 145.245 0.98559 291.159 1.00845 291.15
11200 100
1 0.05125 0 0 0 0 0 0
2 0.15375 0 0 0 0 0 0
3 0.25625 0 0 0 0 0 0
4 0.35875 0 0 0 0 0 0
5 0.46125 0 0 0 0 0 0
6 0.56375 0 0 0 0 0 0
7 0.66625 0 0 0 0 0 0
8 0.76875 0 0 0 0 0 0
9 0.87125 0 0 0 0 0 0
10 0.97375 0 0 0 0 0 0
11 1.07625 0 0 0 0 0 0
12 1.17875 0 0 0 0 0 0
13 1.28125 0 0 0 0 0 0
14 1.38375 0 0 0 0 0 0
15 1.48625 0 0 0 0 0 0
16 1.58875 0 0 0.142102 0.0300429 0.0203439 0.00429185
17 1.69125 0 0 1.2003 0.317597 0.0179535 0.00858369
18 1.79375 0 0 1.36968 0.686695 0.079804 0.0300429
19 1.89625 0 0 1.6532 1.18455 0.314212 0.124464
20 1.99875 0 0 0.769667 1.44206 0.719901 0.364807
21 2.10125 0 0 0.417854 1.59657 0.744449 0.639485
22 2.20375 0 0 0.337684 1.73391 1.22674 1.13734
23 2.30625 0 0 0.192712 1.81974 1.30361 1.71674
24 2.40875 0 0 0.211995 1.92275 1.40749 2.39914
25 2.51125 0.228533 0.0600858 0.162538 2.00858 1.05062 2.95279
26 2.61375 1.62743 0.523605 0.210057 2.12876 0.977364 3.51073
27 2.71625 2.7069 1.35622 0.305651 2.3176 0.932847 4.08584
28 2.81875 3.23922 2.42918 0.528953 2.66953 0.788671 4.60944
29 2.92125 1.85781 3.09013 0.882875 3.30043 0.662075 5.08155
30 3.02375 1.19353 3.54506 1.29492 4.29185 0.646043 5.57511
31 3.12625 0.758417 3.85408 1.58374 5.58798 0.840873 6.2618
32 3.22875 0.533274 4.08584 1.50937 6.90558 0.778482 6.93991
33 3.33125 0.556627 4.34335 1.50568 8.30472 0.823888 7.70386
34 3.43375 0.785841 4.72961 1.25195 9.54077 0.988902 8.67811
35 3.53625 0.708017 5.09871 1.20912 10.8069 1.00634 9.72961
36 3.63875 1.05747 5.6824 1.12648 12.0558 1.20649 11.0644
37 3.74125 0.676689 6.07725 0.893497 13.103 1.14129 12.3991
38 3.84375 0.766511 6.54936 1.04076 14.3906 1.14034 13.8069
39 3.94625 0.965208 7.17597 0.954483 15.6352 1.11816 15.2618
40 4.04875 0.967202 7.83691 0.981812 16.9828 1.15627 16.8455
41 4.15125 1.32628 8.7897 0.978543 18.3948 1.04026 18.3433
42 4.25375 1.13796 9.64807 1.01977 19.9399 1.04467 19.9227
43 4.35625 1.12844 10.5408 1.01016 21.5451 1.10978 21.6824
44 4.45875 1.20145 11.5365 1.04418 23.2833 1.03609 23.4034
45 4.56125 1.44497 12.7897 1.01256 25.0472 0.972763 25.0944
46 4.66375 1.13602 13.8197 0.999175 26.867 1.10287 27.0987
47 4.76625 1.19645 14.9528 1.06271 28.8884 1.00847 29.0129
48 4.86875 1.07712 16.0172 1.03573 30.9442 0.942617 30.8798
49 4.97125 1.04982 17.0987 0.925022 32.8584 0.999759 32.9442
50 5.07375 0.991838 18.1631 1.01147 35.0386 1.04757 35.1974
51 5.17625 0.906837 19.176 1.0426 37.3777 1.03909 37.5236
52 5.27875 0.923689 20.2489 1.06688 39.867 0.993596 39.8369
53 5.38125 0.867505 21.2961 1.09743 42.5279 0.959654 42.1588
54 5.48375 1.02711 22.5837 0.959631 44.9442 0.968527 44.5923
55 5.58625 0.851194 23.691 1.01672 47.6009 0.962941 47.103
56 5.68875 0.8717 24.867 0.95032 50.176 0.992045 49.7854
57 5.79125 0.859536 26.0687 0.947544 52.8369 0.997061 52.5794
58 5.89375 0.930673 27.4163 0.953239 55.6094 0.980429 55.4249
59 5.99625 0.95067 28.8412 0.957995 58.4936 0.9972 58.4206
60 6.09875 1.01863 30.4206 0.904015 61.309 0.937723 61.3348
61 6.20125 0.931693 31.9142 0.967681 64.4249 0.961747 64.4249
62 6.30375 0.912004 33.4249 0.918409 67.4807 1.03155 67.8498
63 6.40625 1.02354 35.176 0.981679 70.8541 0.9913 71.2489
64 6.50875 0.962394 36.8755 0.946164 74.2103 1.00155 74.794
65 6.61125 0.998738 38.6953 0.961616 77.7296 0.943706 78.2403
66 6.71375 1.12837 40.8155 0.967731 81.382 0.999442 82.0043
67 6.81625 1.01934 42.7897 1.04586 85.4506 0.966293 85.7554
68 6.91875 1.10981 45.0043 1.01938 89.5365 0.93251 89.485
69 7.02125 0.969043 46.9957 1.00232 93.6738 0.993009 93.5751
70 7.12375 1.04686 49.2103 0.99691 97.9099 1.03145 97.9485
71 7.22625 1.03314 51.4592 1.03263 102.425 0.986653 102.253
72 7.32875 1.00445 53.7082 1.07362 107.253 1.05106 106.97
73 7.43125 0.965742 55.9313 1.00151 111.884 1.01668 111.661
74 7.53375 1.02309 58.3519 1.03495 116.803 1.01183 116.459
75 7.63625 1.05937 60.927 0.964281 121.511 1.03595 121.506
76 7.73875 0.938656 63.2704 1.07756 126.914 1.05586 126.79
77 7.84125 1.09177 66.0687 1.00122 132.069 0.97664 131.807
78 7.94375 0.962624 68.6009 0.990171 137.3 1.03463 137.262
79 8.04625 1.05593 71.4506 1.05219 143.004 1.02034 142.781
80 8.14875 1.01403 74.2575 0.99347 148.528 1.0397 148.549
81 8.25125 1.01622 77.1416 1.00809 154.275 1.00573 154.27
82 8.35375 1.11241 80.3777 1.02243 160.249 0.982674 160
83 8.45625 0.941626 83.1845 0.984894 166.146 1.02293 166.112
84 8.55875 0.986672 86.1974 0.972641 172.112 1.0147 172.322
85 8.66125 1.01287 89.3648 1.01262 178.472 1.00726 178.635
86 8.76375 1.03221 92.6695 1.00242 184.918 0.975146 184.893
87 8.86625 0.974428 95.8627 1.03154 191.708 1.02265 191.609
88 8.96875 1.00092 99.2189 1.01511 198.545 1.02942 198.528
89 9.07125 0.948401 102.472 0.98918 205.361 1.01378 205.498
90 9.17375 1.02275 106.06 0.987299 212.318 1.00224 212.545
91 9.27625 0.933269 109.408 0.998959 219.515 0.993347 219.687
92 9.37875 1.01598 113.133 0.991229 226.815 0.981681 226.901
93 9.48125 1.08118 117.185 1.02123 234.502 0.986856 234.313
94 9.58375 1.09405 121.373 0.969926 241.961 0.966419 241.73
95 9.68625 0.923971 124.987 1.00632 249.867 1.0052 249.609
96 9.78875 0.896127 128.567 0.992314 257.828 1.0041 257.648
97 9.89125 1.01445 132.704 0.952994 265.635 0.992321 265.76
98 9.99375 1.01231 136.918 0.988974 273.906 0.969499 273.85
99 10.0962 1.00398 141.185 0.962961 282.124 1.00686 282.425
100 10.1987 0.975981 145.416 1.01171 290.936 0.969437 290.85
11300 100
1 0.05125 0 0 0 0 0 0
2 0.15375 0 0 0 0 0 0
3 0.25625 0 0 0 0 0 0
4 0.35875 0 0 0 0 0 0
5 0.46125 0 0 0 0 0 0
6 0.56375 0 0 0 0 0 0
7 0.66625 0 0 0 0 0 0
8 0.76875 0 0 0 0 0 0
9 0.87125 0 0 0 0 0 0
10 0.97375 0 0 0 0 0 0
11 1.07625 0 0 0 0 0 0
12 1.17875 0 0 0 0 0 0
13 1.28125 0 0 0 0 0 0
14 1.38375 0 0 0 0 0 0
15 1.48625 0 0 0 0 0 0
16 1.58875 0 0 0.142102 0.0300429 0 0
17 1.69125 0 0 0.752427 0.2103 0.0179535 0.00429185
18 1.79375 0 0 1.7997 0.695279 0.127686 0.0386266
19 1.89625 0 0 1.18289 1.0515 0.171388 0.0901288
20 1.99875 0 0 0.949256 1.3691 0.437083 0.236052
21 2.10125 0 0 0.568746 1.5794 1.08178 0.635193
22 2.20375 0 0 0.379895 1.73391 1.20559 1.12446
23 2.30625 0 0 0.250526 1.84549 1.19739 1.65665
24 2.40875 0 0 0.150163 1.91845 1.34552 2.30901
25 2.51125 0.13059 0.0343348 0.154411 2 1.27052 2.97854
26 2.61375 1.2055 0.377682 0.210057 2.12017 0.969846 3.53219
27 2.71625 3.37665 1.41631 0.375117 2.35193 0.870193 4.06867
28 2.81875 2.30633 2.18026 0.554755 2.72103 0.775742 4.58369
29 2.92125 2.21972 2.96996 0.954946 3.40343 0.728283 5.103
30 3.02375 1.48629 3.53648 1.42385 4.49356 0.634807 5.58798
31 3.12625 1.03229 3.95708 1.46313 5.69099 0.919705 6.33906
32 3.22875 0.572776 4.20601 1.39138 6.90558 0.67994 6.93133
33 3.33125 0.797832 4.57511 1.45488 8.25751 0.902574 7.76824
34 3.43375 0.61121 4.87554 1.2563 9.49785 1.02811 8.78112
35 3.53625 0.543362 5.1588 1.2829 10.8412 1.04331 9.87124
36 3.63875 0.964163 5.69099 1.07229 12.03 1.10563 11.0944
37 3.74125 0.691399 6.09442 1.00335 13.206 1.07524 12.3519
38 3.84375 0.947686 6.67811 1.00953 14.4549 1.09514 13.7039
39 3.94625 0.859432 7.23605 0.954483 15.6996 1.13795 15.1845
40 4.04875 1.14306 8.01717 0.919276 16.9614 1.04973 16.6223
41 4.15125 1.1351 8.83262 0.919057 18.2876 1.14459 18.2704
42 4.25375 1.02416 9.60515 1.06226 19.897 1.17809 20.0515
43 4.35625 1.16099 10.5236 0.991252 21.4721 0.97985 21.6052
44 4.45875 1.01502 11.3648 1.0416 23.206 1.08259 23.4034
45 4.56125 1.05898 12.2833 0.995312 24.9399 1.05177 25.2318
46 4.66375 1.34429 13.5021 1.0251 26.8069 0.991878 27.0343
47 4.76625 1.32335 14.7554 1.0785 28.8584 1.04012 29.0086
48 4.86875 1.16398 15.9056 1.00546 30.8541 1.02713 31.0429
49 4.97125 1.14981 17.0901 1.01006 32.9442 1.03509 33.1803
50 5.07375 1.01583 18.1803 1.03537 35.176 0.955783 35.2361
51 5.17625 0.876097 19.1588 1.0292 37.485 0.981572 37.4335
52 5.27875 0.953247 20.2661 1.07976 40.0043 1.01572 39.7983
53 5.38125 0.931502 21.3906 0.996535 42.4206 0.975619 42.1588
54 5.48375 1.0408 22.6953 1.01417 44.9742 1.02319 44.7296
55 5.58625 0.91058 23.8798 0.985513 47.5494 0.959649 47.2318
56 5.68875 0.973504 25.1931 1.00892 50.2833 0.999981 49.9356
57 5.79125 0.834977 26.3605 0.907809 52.8326 1.00319 52.7468
58 5.89375 0.740982 27.4335 0.970947 55.6567 0.887266 55.3219
59 5.99625 0.944943 28.8498 0.905248 58.382 0.960055 58.206
60 6.09875 0.957736 30.3348 0.997724 61.4893 0.969487 61.2189
61 6.20125 0.969175 31.8884 0.974345 64.6266 1.01518 64.4807
62 6.30375 0.886095 33.3562 0.91196 67.6609 0.982433 67.7425
63 6.40625 1.0687 35.1845 0.986675 71.0515 0.982538 71.1116
64 6.50875 1.00614 36.9614 0.946164 74.4077 0.976087 74.5665
65 6.61125 1.04114 38.8584 0.938162 77.8412 1.02715 78.3176
66 6.71375 1.05527 40.8412 0.954085 81.4421 1.01996 82.1588
67 6.81625 1.13457 43.0386 1.04034 85.4893 0.981772 85.97
68 6.91875 0.924841 44.8841 1.0333 89.6309 1.02909 90.0858
69 7.02125 1.07764 47.0987 0.959686 93.5923 0.977379 94.1116
70 7.12375 1.08743 49.3991 1.04135 98.0172 1.02638 98.4635
71 7.22625 1.0292 51.6395 1.06306 102.665 0.989604 102.781
72 7.32875 0.939271 53.7425 1.08125 107.528 1.04245 107.459
73 7.43125 1.01049 56.0687 1.06927 112.472 0.985059 112.004
74 7.53375 1.07388 58.6094 0.995214 117.202 1.00912 116.79
75 7.63625 0.999336 61.0386 0.961644 121.897 1.0104 121.712
76 7.73875 1.02805 63.6052 1.05103 127.167 1.00268 126.73
77 7.84125 1.01475 66.206 1.00205 132.326 1.03429 132.043
78 7.94375 0.897361 68.5665 1.04297 137.837 1.00858 137.361
79 8.04625 0.989143 71.2361 1.00073 143.262 1.03859 142.979
80 8.14875 1.10706 74.3004 0.994242 148.79 1.01804 148.627
81 8.25125 0.985971 77.0987 0.986257 154.412 1.02158 154.438
82 8.35375 1.03569 80.1116 0.973955 160.103 1.00697 160.309
83 8.45625 0.953145 82.9528 1.0279 166.258 1.00138 166.292
84 8.55875 1.08506 86.2661 1.00413 172.416 0.998576 172.403
85 8.66125 0.999141 89.3906 1.01535 178.794 1.03876 178.914
86 8.76375 1.02148 92.6609 0.977725 185.082 0.985847 185.24
87 8.86625 1.0923 96.2403 0.992416 191.614 0.968412 191.601
88 8.96875 1.09308 99.9056 0.998537 198.339 1.03134 198.532
89 9.07125 1.02597 103.425 1.0141 205.326 1.00442 205.438
90 9.17375 0.883285 106.524 0.99278 212.322 0.992474 212.416
91 9.27625 1.05292 110.3 0.987045 219.433 0.96708 219.369
92 9.37875 0.891913 113.571 1.0058 226.841 0.968833 226.489
93 9.48125 0.941452 117.099 1.02066 234.524 1.04343 234.326
94 9.58375 0.984195 120.867 0.926396 241.648 0.982079 241.863
95 9.68625 0.954697 124.601 0.987203 249.403 0.990969 249.631
96 9.78875 0.936957 128.343 1.02602 257.635 0.978366 257.464
97 9.89125 0.987094 132.369 0.986525 265.717 0.991271 265.567
98 9.99375 0.933962 136.258 1.0054 274.124 0.9875 273.807
99 10.0962 0.987817 140.455 1.00419 282.695 1.01845 282.481
100 10.1987 1.09278 145.193 0.966864 291.116 1.02475 291.386
11400 100
1 0.05125 0 0 0 0 0 0
2 0.15375 0 0 0 0 0 0
3 0.25625 0 0 0 0 0 0
4 0.35875 0 0 0 0 0 0
5 0.46125 0 0 0 0 0 0
6 0.56375 0 0 0 0 0 0
7 0.66625 0 0 0 0 0 0
8 0.76875 0 0 0 0 0 0
9 0.87125 0 0 0 0 0 0
10 0.97375 0 0 0 0 0 0
11 1.07625 0 0 0 0 0 0
12 1.17875 0 0 0 0 0 0
13 1.28125 0 0 0 0 0 0
14 1.38375 0 0 0 0 0 0
15 1.48625 0 0 0 0 0 0
16 1.58875 0 0 0.162402 0.0343348 0 0
17 1.69125 0 0 0.985322 0.270386 0 0
18 1.79375 0 0 1.70414 0.729614 0.143647 0.0386266
19 1.89625 0 0 1.2114 1.09442 0.157106 0.0858369
20 1.99875 0 0 1.00057 1.42918 0.732756 0.330472
21 2.10125 0 0 0.533925 1.62661 0.884034 0.656652
22 2.20375 0 0 0.306026 1.75107 1.00466 1.06438
23 2.30625 0 0 0.192712 1.83691 1.26498 1.62661
24 2.40875 0 0 0.132497 1.90129 1.53142 2.3691
25 2.51125 0.163238 0.0429185 0.13003 1.96996 1.2298 3.01717
